@RELATION locomotion_mid
@ATTRIBUTE UNIQUE_ID NUMERIC
@ATTRIBUTE atlas_x REAL
@ATTRIBUTE atlas_y REAL
@ATTRIBUTE atlas_z REAL
@ATTRIBUTE atlas_qw REAL
@ATTRIBUTE atlas_qx REAL
@ATTRIBUTE atlas_qy REAL
@ATTRIBUTE atlas_qz REAL
@ATTRIBUTE upper_spine_x REAL
@ATTRIBUTE upper_spine_y REAL
@ATTRIBUTE upper_spine_z REAL
@ATTRIBUTE upper_spine_qw REAL
@ATTRIBUTE upper_spine_qx REAL
@ATTRIBUTE upper_spine_qy REAL
@ATTRIBUTE upper_spine_qz REAL
@ATTRIBUTE right_shoulder_x REAL
@ATTRIBUTE right_shoulder_y REAL
@ATTRIBUTE right_shoulder_z REAL
@ATTRIBUTE right_shoulder_qw REAL
@ATTRIBUTE right_shoulder_qx REAL
@ATTRIBUTE right_shoulder_qy REAL
@ATTRIBUTE right_shoulder_qz REAL
@ATTRIBUTE right_elbow_x REAL
@ATTRIBUTE right_elbow_y REAL
@ATTRIBUTE right_elbow_z REAL
@ATTRIBUTE right_elbow_qw REAL
@ATTRIBUTE right_elbow_qx REAL
@ATTRIBUTE right_elbow_qy REAL
@ATTRIBUTE right_elbow_qz REAL
@ATTRIBUTE right_wrist_x REAL
@ATTRIBUTE right_wrist_y REAL
@ATTRIBUTE right_wrist_z REAL
@ATTRIBUTE right_wrist_qw REAL
@ATTRIBUTE right_wrist_qx REAL
@ATTRIBUTE right_wrist_qy REAL
@ATTRIBUTE right_wrist_qz REAL
@ATTRIBUTE left_shoulder_x REAL
@ATTRIBUTE left_shoulder_y REAL
@ATTRIBUTE left_shoulder_z REAL
@ATTRIBUTE left_shoulder_qw REAL
@ATTRIBUTE left_shoulder_qx REAL
@ATTRIBUTE left_shoulder_qy REAL
@ATTRIBUTE left_shoulder_qz REAL
@ATTRIBUTE left_elbow_x REAL
@ATTRIBUTE left_elbow_y REAL
@ATTRIBUTE left_elbow_z REAL
@ATTRIBUTE left_elbow_qw REAL
@ATTRIBUTE left_elbow_qx REAL
@ATTRIBUTE left_elbow_qy REAL
@ATTRIBUTE left_elbow_qz REAL
@ATTRIBUTE left_wrist_x REAL
@ATTRIBUTE left_wrist_y REAL
@ATTRIBUTE left_wrist_z REAL
@ATTRIBUTE left_wrist_qw REAL
@ATTRIBUTE left_wrist_qx REAL
@ATTRIBUTE left_wrist_qy REAL
@ATTRIBUTE left_wrist_qz REAL
@ATTRIBUTE mid_spine_x REAL
@ATTRIBUTE mid_spine_y REAL
@ATTRIBUTE mid_spine_z REAL
@ATTRIBUTE mid_spine_qw REAL
@ATTRIBUTE mid_spine_qx REAL
@ATTRIBUTE mid_spine_qy REAL
@ATTRIBUTE mid_spine_qz REAL
@ATTRIBUTE sacrum_x REAL
@ATTRIBUTE sacrum_y REAL
@ATTRIBUTE sacrum_z REAL
@ATTRIBUTE sacrum_qw REAL
@ATTRIBUTE sacrum_qx REAL
@ATTRIBUTE sacrum_qy REAL
@ATTRIBUTE sacrum_qz REAL
@ATTRIBUTE right_hip_x REAL
@ATTRIBUTE right_hip_y REAL
@ATTRIBUTE right_hip_z REAL
@ATTRIBUTE right_hip_qw REAL
@ATTRIBUTE right_hip_qx REAL
@ATTRIBUTE right_hip_qy REAL
@ATTRIBUTE right_hip_qz REAL
@ATTRIBUTE right_knee_x REAL
@ATTRIBUTE right_knee_y REAL
@ATTRIBUTE right_knee_z REAL
@ATTRIBUTE right_knee_qw REAL
@ATTRIBUTE right_knee_qx REAL
@ATTRIBUTE right_knee_qy REAL
@ATTRIBUTE right_knee_qz REAL
@ATTRIBUTE right_ankle_x REAL
@ATTRIBUTE right_ankle_y REAL
@ATTRIBUTE right_ankle_z REAL
@ATTRIBUTE right_ankle_qw REAL
@ATTRIBUTE right_ankle_qx REAL
@ATTRIBUTE right_ankle_qy REAL
@ATTRIBUTE right_ankle_qz REAL
@ATTRIBUTE left_hip_x REAL
@ATTRIBUTE left_hip_y REAL
@ATTRIBUTE left_hip_z REAL
@ATTRIBUTE left_hip_qw REAL
@ATTRIBUTE left_hip_qx REAL
@ATTRIBUTE left_hip_qy REAL
@ATTRIBUTE left_hip_qz REAL
@ATTRIBUTE left_knee_x REAL
@ATTRIBUTE left_knee_y REAL
@ATTRIBUTE left_knee_z REAL
@ATTRIBUTE left_knee_qw REAL
@ATTRIBUTE left_knee_qx REAL
@ATTRIBUTE left_knee_qy REAL
@ATTRIBUTE left_knee_qz REAL
@ATTRIBUTE left_ankle_x REAL
@ATTRIBUTE left_ankle_y REAL
@ATTRIBUTE left_ankle_z REAL
@ATTRIBUTE left_ankle_qw REAL
@ATTRIBUTE left_ankle_qx REAL
@ATTRIBUTE left_ankle_qy REAL
@ATTRIBUTE left_ankle_qz REAL
@ATTRIBUTE class {running,walking,jumping}
@DATA
986,-0.337557,18.9553,-13.2889,0.998579,0.0282681,-0.043531,0.0120782,-0.257241,22.9618,-13.0271,0.999886,-0.00432051,0.00981501,-0.0106395,0.118253,26.7246,-12.8853,0.992863,-0.0790436,-0.0484824,-0.0750017,0.27741,28.4892,-12.7164,0.988859,0.120362,-0.063724,0.0600844,1.24684,17.0226,-12.746,1.0,0.0,0.0,0.0,1.36907,9.41539,-12.9753,0.981538,-0.00137116,-0.0734983,-0.176576,1.81324,1.46127,-14.5668,0.99632,0.0857166,0.0,0.0,-1.92879,16.9378,-13.0211,1.0,0.0,0.0,0.0,-1.72574,9.51985,-12.9169,0.970531,-0.00770701,0.187654,0.150984,-2.13736,1.57814,-14.9531,0.990489,0.137595,0.0,0.0,3.3694,26.1046,-12.9006,1.0,-6.91528e-33,1.66099e-16,-4.16334e-17,3.47066,20.7702,-13.746,0.779412,-0.161978,0.303313,0.523719,4.08572,17.2411,-12.8795,0.977726,0.209884,0.0,0.0,-3.08025,26.5036,-13.0935,1.0,-6.91528e-33,1.66099e-16,-4.16334e-17,-3.96157,20.548,-14.1165,0.710118,-0.233567,-0.189057,-0.636739,-4.56664,17.2036,-12.8401,0.965287,0.261191,0.0,0.0,jumping
987,-0.33975,18.9559,-13.2952,0.998596,0.0283309,-0.0433686,0.0110781,-0.261443,22.9618,-13.025,0.999886,-0.00415626,0.00991727,-0.0106016,0.11258,26.725,-12.8758,0.993003,-0.0786078,-0.0479033,-0.0739617,0.271856,28.4895,-12.7071,0.989078,0.119057,-0.0630396,0.0598077,1.24092,17.02,-12.7528,1.0,0.0,0.0,0.0,1.3628,9.41224,-12.963,0.981753,-0.00262444,-0.0737721,-0.175247,1.8135,1.46041,-14.5641,0.996154,0.0876148,0.0,0.0,-1.93496,16.9416,-13.027,1.0,0.0,0.0,0.0,-1.72774,9.52385,-12.9166,0.970402,-0.00786116,0.187388,0.152128,-2.13596,1.58229,-14.9541,0.99042,0.138089,0.0,0.0,3.36749,26.1019,-12.8959,1.0,-1.60883e-32,1.3249e-16,-1.2143e-16,3.46778,20.7683,-13.7467,0.77912,-0.162025,0.302365,0.524687,4.07971,17.2382,-12.8825,0.977718,0.209922,0.0,0.0,-3.08199,26.5057,-13.0842,1.0,-1.60883e-32,1.3249e-16,-1.2143e-16,-3.96633,20.5523,-14.1169,0.709829,-0.233729,-0.189044,-0.637005,-4.57071,17.2062,-12.8446,0.965238,0.261372,0.0,0.0,jumping
988,-0.340228,18.9543,-13.2986,0.998596,0.0283782,-0.0431755,0.0116618,-0.262972,22.9598,-13.0235,0.999885,-0.0035162,0.0098658,-0.0109665,0.111733,26.7225,-12.8639,0.993031,-0.0788854,-0.0471727,-0.0737621,0.270477,28.4871,-12.695,0.989234,0.117834,-0.062097,0.0606229,1.24294,17.0202,-12.7571,1.0,0.0,0.0,0.0,1.36044,9.41183,-12.947,0.981648,-0.00402751,-0.0741477,-0.175653,1.81412,1.46274,-14.5608,0.99596,0.0897956,0.0,0.0,-1.93295,16.9381,-13.03,1.0,0.0,0.0,0.0,-1.72619,9.52041,-12.9139,0.970624,-0.00860798,0.186817,0.151377,-2.13515,1.57927,-14.9529,0.990356,0.138543,0.0,0.0,3.36745,26.0978,-12.8859,1.0,7.6172e-33,4.87891e-17,1.56125e-16,3.46767,20.7653,-13.7431,0.778677,-0.161442,0.301015,0.526298,4.07667,17.2349,-12.8777,0.977597,0.210485,0.0,0.0,-3.08189,26.5052,-13.0714,1.0,7.6172e-33,4.87891e-17,1.56125e-16,-3.96921,20.5535,-14.1115,0.709691,-0.233326,-0.18829,-0.63753,-4.5723,17.2055,-12.8435,0.965252,0.261322,0.0,0.0,jumping
989,-0.34281,18.9527,-13.3031,0.998604,0.0285103,-0.0428191,0.0120071,-0.26566,22.9577,-13.0211,0.999888,-0.00301317,0.00953901,-0.0111664,0.11086,26.7196,-12.8525,0.993008,-0.0794413,-0.0462227,-0.0740765,0.268725,28.4841,-12.6824,0.989296,0.117283,-0.0608785,0.0619076,1.24213,17.0196,-12.7633,1.0,0.0,0.0,0.0,1.35834,9.41074,-12.9344,0.98171,-0.00565275,-0.072972,-0.175753,1.81195,1.46366,-14.5581,0.995795,0.0916068,0.0,0.0,-1.93391,16.9353,-13.0338,1.0,0.0,0.0,0.0,-1.72458,9.51782,-12.9099,0.970766,-0.00946407,0.186388,0.150943,-2.13324,1.57732,-14.9514,0.990258,0.139246,0.0,0.0,3.36574,26.0939,-12.8723,1.0,-3.31772e-34,-1.95157e-18,1.70003e-16,3.46603,20.7616,-13.7304,0.778779,-0.160182,0.300563,0.526789,4.07348,17.2304,-12.8672,0.977659,0.210197,0.0,0.0,-3.08332,26.5041,-13.0613,1.0,-3.31772e-34,-1.95157e-18,1.70003e-16,-3.97263,20.5536,-14.1067,0.709567,-0.232892,-0.187405,-0.638087,-4.57534,17.2037,-12.8436,0.965331,0.26103,0.0,0.0,jumping
990,-0.346006,18.9521,-13.31,0.998622,0.0287272,-0.0422438,0.0119952,-0.268247,22.9563,-13.0181,0.999893,-0.00266391,0.0092162,-0.011052,0.105236,26.7182,-12.8423,0.993019,-0.0802396,-0.045291,-0.0736406,0.263291,28.4826,-12.6713,0.989416,0.11704,-0.0594809,0.0617973,1.23955,17.0187,-12.7728,1.0,0.0,0.0,0.0,1.35649,9.40952,-12.9239,0.981837,-0.00736642,-0.0721191,-0.175328,1.8122,1.46417,-14.5555,0.99563,0.0933837,0.0,0.0,-1.9368,16.9346,-13.0396,1.0,0.0,0.0,0.0,-1.72238,9.51744,-12.9056,0.970702,-0.010305,0.186783,0.150809,-2.13424,1.57844,-14.9524,0.990102,0.140347,0.0,0.0,3.36215,26.0933,-12.86,1.0,2.83471e-33,1.02131e-16,2.77555e-17,3.46233,20.7607,-13.7167,0.779068,-0.158537,0.300763,0.526746,4.06988,17.2282,-12.859,0.977837,0.209369,0.0,0.0,-3.08696,26.502,-13.0504,1.0,2.83471e-33,1.02131e-16,2.77555e-17,-3.97791,20.5531,-14.1034,0.709382,-0.23291,-0.186458,-0.638564,-4.5787,17.2021,-12.8422,0.965249,0.261333,0.0,0.0,jumping
991,-0.348131,18.9513,-13.3187,0.998621,0.0294144,-0.0417062,0.0123104,-0.271461,22.9547,-13.0155,0.999893,-0.00268143,0.00900902,-0.0112493,0.103139,26.716,-12.836,0.992954,-0.0812754,-0.0447157,-0.0737316,0.260944,28.4803,-12.6641,0.989393,0.117326,-0.0586655,0.0624024,1.23953,17.0184,-12.7859,1.0,0.0,0.0,0.0,1.35507,9.40872,-12.9107,0.981875,-0.00993473,-0.0717605,-0.175138,1.81348,1.46562,-14.5525,0.995406,0.095745,0.0,0.0,-1.93706,16.9322,-13.0492,1.0,0.0,0.0,0.0,-1.71868,9.51542,-12.9022,0.970736,-0.012036,0.187264,0.14986,-2.13544,1.57756,-14.9523,0.989931,0.141553,0.0,0.0,3.3596,26.0906,-12.8527,1.0,-4.25435e-33,-4.22839e-17,1.00614e-16,3.45851,20.7592,-13.7164,0.778777,-0.158335,0.300152,0.527584,4.06418,17.2259,-12.8604,0.977767,0.209695,0.0,0.0,-3.08951,26.5009,-13.0397,1.0,-4.25435e-33,-4.22839e-17,1.00614e-16,-3.98422,20.5549,-14.1055,0.708816,-0.233572,-0.185904,-0.639112,-4.58213,17.2036,-12.8437,0.964956,0.262413,0.0,0.0,jumping
992,-0.350921,18.9502,-13.3299,0.998598,0.0301787,-0.0417085,0.0123364,-0.273995,22.9525,-13.0129,0.999892,-0.00299134,0.00886417,-0.011338,0.102323,26.7134,-12.8286,0.992952,-0.0813674,-0.0440469,-0.0740635,0.260155,28.4776,-12.6554,0.98942,0.11712,-0.0578159,0.063157,1.23724,17.0169,-12.8002,1.0,0.0,0.0,0.0,1.35134,9.40677,-12.8979,0.981949,-0.0126215,-0.0714499,-0.174678,1.81404,1.46579,-14.5486,0.995176,0.0981049,0.0,0.0,-1.93935,16.9303,-13.0634,1.0,0.0,0.0,0.0,-1.71575,9.51407,-12.8976,0.970758,-0.0141837,0.187621,0.149084,-2.13374,1.57673,-14.9496,0.989726,0.142975,0.0,0.0,3.35793,26.0872,-12.8449,1.0,1.0786e-32,-1.15142e-16,-9.36753e-17,3.45433,20.7582,-13.7236,0.778291,-0.159262,0.299784,0.528231,4.05776,17.2247,-12.867,0.977479,0.211033,0.0,0.0,-3.091,26.4997,-13.0336,1.0,1.0786e-32,-1.15142e-16,-9.36753e-17,-3.98679,20.5564,-14.1138,0.708589,-0.234056,-0.18616,-0.639112,-4.58552,17.204,-12.8552,0.964763,0.263122,0.0,0.0,jumping
993,-0.3513,18.9477,-13.3378,0.998582,0.0306804,-0.0417512,0.0122426,-0.276118,22.949,-13.0077,0.999892,-0.00308992,0.00871435,-0.0114252,0.0976362,26.71,-12.8186,0.993003,-0.0818976,-0.0433484,-0.0731972,0.255769,28.4741,-12.6442,0.989516,0.117089,-0.0568245,0.062605,1.23672,17.0138,-12.8099,1.0,0.0,0.0,0.0,1.34768,9.40334,-12.8847,0.98199,-0.0147028,-0.0713795,-0.174313,1.81376,1.46506,-14.5475,0.994948,0.10039,0.0,0.0,-1.93986,16.9277,-13.0734,1.0,0.0,0.0,0.0,-1.71356,9.51192,-12.8894,0.970905,-0.0161082,0.187093,0.148591,-2.13264,1.57667,-14.9492,0.989478,0.144684,0.0,0.0,3.3564,26.0826,-12.8326,1.0,-1.8176e-33,-3.27429e-17,5.55112e-17,3.45132,20.756,-13.7261,0.77766,-0.160074,0.299065,0.529322,4.05042,17.2214,-12.8711,0.977285,0.211931,0.0,0.0,-3.09233,26.4968,-13.0243,1.0,-1.8176e-33,-3.27429e-17,5.55112e-17,-3.98899,20.556,-14.1174,0.708291,-0.234432,-0.186072,-0.63933,-4.58762,17.2017,-12.8639,0.964681,0.263419,0.0,0.0,jumping
994,-0.350512,18.9442,-13.3406,0.998583,0.0304501,-0.0418144,0.0124813,-0.277975,22.9447,-13.0004,0.999892,-0.00288052,0.00854944,-0.0115983,0.0948862,26.7054,-12.8093,0.992951,-0.083233,-0.0425686,-0.0728532,0.253077,28.4694,-12.634,0.989498,0.117781,-0.0556771,0.0626153,1.23826,17.0112,-12.8117,1.0,0.0,0.0,0.0,1.34467,9.4005,-12.8646,0.981982,-0.0161046,-0.0705822,-0.174559,1.81172,1.4662,-14.546,0.994681,0.103,0.0,0.0,-1.93825,16.9236,-13.0756,1.0,0.0,0.0,0.0,-1.71073,9.50824,-12.8781,0.971008,-0.0169385,0.186805,0.148193,-2.13439,1.57661,-14.9508,0.989222,0.146421,0.0,0.0,3.35482,26.0775,-12.8175,1.0,-8.40713e-33,1.61546e-16,-5.20417e-17,3.45011,20.7536,-13.7266,0.776647,-0.161206,0.297636,0.531267,4.04305,17.2181,-12.8707,0.977032,0.213093,0.0,0.0,-3.09372,26.4928,-13.0132,1.0,-8.40713e-33,1.61546e-16,-5.20417e-17,-3.99172,20.5546,-14.1188,0.707905,-0.234927,-0.185777,-0.639662,-4.58984,17.1974,-12.8728,0.964699,0.263355,0.0,0.0,jumping
995,-0.351244,18.9403,-13.3424,0.998582,0.0299009,-0.0420405,0.0131535,-0.279718,22.94,-12.9948,0.999886,-0.00229473,0.00881885,-0.0120406,0.0976267,26.6996,-12.799,0.992823,-0.0845351,-0.042075,-0.0733952,0.254884,28.4636,-12.6229,0.989402,0.11808,-0.0550565,0.0641101,1.23966,17.0098,-12.8108,1.0,0.0,0.0,0.0,1.34183,9.39891,-12.8398,0.981936,-0.0174703,-0.0690412,-0.1753,1.80945,1.46975,-14.5452,0.99436,0.106059,0.0,0.0,-1.93661,16.918,-13.076,1.0,0.0,0.0,0.0,-1.70882,9.50297,-12.8672,0.971181,-0.017422,0.186359,0.147563,-2.13604,1.57481,-14.9525,0.988994,0.147957,0.0,0.0,3.35517,26.0702,-12.8074,1.0,-6.10504e-33,1.17311e-16,-5.20417e-17,3.45147,20.7483,-13.7282,0.775807,-0.161738,0.295645,0.53344,4.04028,17.2125,-12.8707,0.976815,0.214084,0.0,0.0,-3.0933,26.4899,-12.9959,1.0,-6.10504e-33,1.17311e-16,-5.20417e-17,-3.99333,20.554,-14.1121,0.707843,-0.234631,-0.185725,-0.639854,-4.59062,17.1944,-12.8722,0.964708,0.263323,0.0,0.0,jumping
996,-0.351871,18.9369,-13.3495,0.998575,0.0297494,-0.0422886,0.0131881,-0.282497,22.9355,-12.9899,0.999884,-0.00175505,0.00903941,-0.0121495,0.0982914,26.6938,-12.7863,0.992671,-0.0856865,-0.0416373,-0.0743522,0.255398,28.4577,-12.6096,0.98937,0.117865,-0.0543368,0.0655851,1.23886,17.0066,-12.8166,1.0,0.0,0.0,0.0,1.33776,9.39564,-12.8201,0.981982,-0.0192163,-0.0680776,-0.175236,1.80831,1.47098,-14.5454,0.994042,0.108994,0.0,0.0,-1.93728,16.9146,-13.0834,1.0,0.0,0.0,0.0,-1.70727,9.5001,-12.8587,0.971188,-0.018397,0.186477,0.14725,-2.13822,1.57437,-14.9524,0.988749,0.149587,0.0,0.0,3.35244,26.0651,-12.7943,1.0,8.89239e-34,8.54351e-17,1.04084e-17,3.44847,20.745,-13.7255,0.775278,-0.161386,0.294551,0.53492,4.03569,17.2093,-12.8665,0.976591,0.215107,0.0,0.0,-3.09611,26.4854,-12.9784,1.0,8.89239e-34,8.54351e-17,1.04084e-17,-3.99759,20.5513,-14.1032,0.707938,-0.234145,-0.185105,-0.640106,-4.5936,17.1899,-12.8677,0.964691,0.263383,0.0,0.0,jumping
997,-0.3545,18.9332,-13.3611,0.998579,0.0298549,-0.0423885,0.012322,-0.286256,22.9302,-12.9839,0.999887,-0.00177393,0.00917976,-0.0117381,0.0937507,26.6881,-12.7749,0.992608,-0.0861075,-0.0412984,-0.0748899,0.25162,28.4518,-12.5969,0.989403,0.117748,-0.0536796,0.0658514,1.2328,17.0001,-12.8281,1.0,0.0,0.0,0.0,1.33193,9.38918,-12.804,0.982216,-0.0212822,-0.0672425,-0.174002,1.808,1.46759,-14.5418,0.993754,0.111594,0.0,0.0,-1.94343,16.9136,-13.0956,1.0,0.0,0.0,0.0,-1.70622,9.50001,-12.8488,0.970965,-0.0196934,0.187078,0.147785,-2.1388,1.57571,-14.9476,0.988461,0.151476,0.0,0.0,3.34659,26.062,-12.7834,1.0,2.26597e-32,-1.08854e-16,-2.08167e-16,3.44207,20.7434,-13.7235,0.77503,-0.161169,0.29457,0.535332,4.02991,17.2074,-12.8665,0.976468,0.215664,0.0,0.0,-3.10229,26.4782,-12.9652,1.0,2.26597e-32,-1.08854e-16,-2.08167e-16,-4.00682,20.5473,-14.1047,0.707604,-0.235046,-0.184522,-0.640313,-4.60043,17.1846,-12.8715,0.964465,0.264211,0.0,0.0,jumping
998,-0.356784,18.9287,-13.3704,0.998585,0.0300365,-0.0421106,0.0123733,-0.289787,22.9243,-12.9786,0.999882,-0.0015809,0.00928128,-0.0121325,0.0918412,26.6815,-12.7643,0.992578,-0.0873003,-0.0411575,-0.073982,0.250276,28.4451,-12.585,0.989401,0.118023,-0.0534681,0.0655485,1.23107,16.9956,-12.8389,1.0,0.0,0.0,0.0,1.32755,9.38483,-12.7849,0.982229,-0.023529,-0.0670586,-0.173714,1.80712,1.46642,-14.5362,0.993432,0.114423,0.0,0.0,-1.94529,16.9088,-13.1047,1.0,0.0,0.0,0.0,-1.70424,9.49604,-12.8375,0.971103,-0.0214258,0.186498,0.147375,-2.13827,1.57369,-14.9434,0.98818,0.153297,0.0,0.0,3.34677,26.0515,-12.7747,1.0,3.3102e-33,2.38525e-16,1.38778e-17,3.44237,20.7342,-13.7223,0.775595,-0.160738,0.294404,0.534735,4.03412,17.1973,-12.8717,0.976471,0.215651,0.0,0.0,-3.10188,26.4752,-12.9468,1.0,3.3102e-33,2.38525e-16,1.38778e-17,-4.00634,20.5472,-14.1008,0.707376,-0.234699,-0.185011,-0.640552,-4.5982,17.1825,-12.8722,0.964329,0.264705,0.0,0.0,jumping
999,-0.35841,18.9268,-13.3781,0.998575,0.0300387,-0.0419412,0.0136302,-0.289261,22.9211,-12.9748,0.999872,-0.00085915,0.00945144,-0.0128922,0.0917048,26.6778,-12.7491,0.992629,-0.0883816,-0.0408487,-0.0721608,0.249005,28.4413,-12.5683,0.989514,0.117458,-0.0531723,0.0651028,1.23453,16.9977,-12.8475,1.0,0.0,0.0,0.0,1.32507,9.38708,-12.7637,0.981984,-0.0256342,-0.0669942,-0.174823,1.80542,1.4724,-14.5316,0.993082,0.117426,0.0,0.0,-1.94172,16.9029,-13.1119,1.0,0.0,0.0,0.0,-1.70062,9.49078,-12.8273,0.971478,-0.0232322,0.185643,0.145696,-2.13951,1.57183,-14.9449,0.987882,0.155205,0.0,0.0,3.35187,26.0425,-12.7639,1.0,1.57987e-34,-1.30105e-18,-1.2143e-16,3.44967,20.7275,-13.7239,0.775522,-0.16054,0.292676,0.535848,4.04224,17.19,-12.876,0.976318,0.216341,0.0,0.0,-3.09647,26.4756,-12.9237,1.0,1.57987e-34,-1.30105e-18,-1.2143e-16,-4.00059,20.5501,-14.0907,0.707644,-0.233321,-0.185423,-0.640641,-4.59234,17.1835,-12.8672,0.964241,0.265028,0.0,0.0,jumping
1000,-0.359379,18.9249,-13.3865,0.998549,0.0303283,-0.0423927,0.0135229,-0.289092,22.9177,-12.9699,0.999866,-0.000346653,0.0100309,-0.0129191,0.089333,26.6741,-12.7302,0.992713,-0.0882648,-0.0403713,-0.071413,0.246131,28.4375,-12.5477,0.989729,0.11598,-0.0525254,0.0650086,1.23287,16.9953,-12.8556,1.0,0.0,0.0,0.0,1.32022,9.38498,-12.7448,0.982013,-0.0278656,-0.066447,-0.174523,1.805,1.47467,-14.5309,0.992729,0.120372,0.0,0.0,-1.94315,16.901,-13.123,1.0,0.0,0.0,0.0,-1.69878,9.48986,-12.8168,0.971471,-0.0250561,0.185861,0.145159,-2.14103,1.57368,-14.944,0.987554,0.157277,0.0,0.0,3.35245,26.0382,-12.7534,1.0,-4.62086e-32,1.53089e-16,-3.01842e-16,3.45458,20.725,-13.7226,0.774781,-0.160288,0.2904,0.53823,4.04579,17.1875,-12.8738,0.976158,0.217062,0.0,0.0,-3.09614,26.4721,-12.9008,1.0,-4.62086e-32,1.53089e-16,-3.01842e-16,-4.00134,20.5494,-14.0818,0.708166,-0.232516,-0.185502,-0.640333,-4.59325,17.1812,-12.8629,0.964114,0.265488,0.0,0.0,jumping
1001,-0.359788,18.9211,-13.3967,0.998531,0.0308521,-0.042658,0.0127866,-0.289813,22.9122,-12.9643,0.999869,-0.00018926,0.0102996,-0.0124545,0.0874407,26.6679,-12.712,0.992716,-0.0876784,-0.0398726,-0.0723727,0.244215,28.4311,-12.5273,0.989866,0.114681,-0.0517208,0.0658698,1.22961,16.9888,-12.8669,1.0,0.0,0.0,0.0,1.31438,9.37899,-12.7266,0.98215,-0.0304407,-0.0659586,-0.173505,1.80404,1.47287,-14.5299,0.992356,0.123405,0.0,0.0,-1.94639,16.899,-13.1361,1.0,0.0,0.0,0.0,-1.69587,9.48915,-12.8057,0.971307,-0.0270472,0.186411,0.145194,-2.14088,1.57531,-14.941,0.987202,0.159475,0.0,0.0,3.34852,26.036,-12.7404,1.0,-9.46715e-33,5.24754e-17,-1.80411e-16,3.45087,20.7251,-13.7221,0.77416,-0.16007,0.289892,0.539459,4.04161,17.1873,-12.8742,0.975948,0.218005,0.0,0.0,-3.10058,26.4635,-12.8842,1.0,-9.46715e-33,5.24754e-17,-1.80411e-16,-4.00663,20.5431,-14.0758,0.708624,-0.232329,-0.18499,-0.640042,-4.59859,17.172,-12.865,0.964187,0.265224,0.0,0.0,jumping
1002,-0.359949,18.9169,-13.4068,0.998541,0.0312303,-0.0422617,0.0123918,-0.292047,22.9064,-12.9597,0.999876,0.000259361,0.0101298,-0.0120673,0.0857321,26.6608,-12.6964,0.992562,-0.0883001,-0.039572,-0.073873,0.243122,28.4238,-12.511,0.989928,0.113788,-0.0509451,0.0670797,1.22847,16.9831,-12.8796,1.0,0.0,0.0,0.0,1.31017,9.37401,-12.7025,0.982234,-0.0334304,-0.0650648,-0.172814,1.80146,1.47267,-14.5261,0.991893,0.127074,0.0,0.0,-1.94781,16.8958,-13.1463,1.0,0.0,0.0,0.0,-1.69292,9.4871,-12.7936,0.971358,-0.0289733,0.185915,0.145118,-2.14073,1.57618,-14.9392,0.98685,0.161641,0.0,0.0,3.34246,26.0337,-12.7238,1.0,7.82408e-34,8.67361e-18,9.02056e-17,3.44686,20.7257,-13.7211,0.773319,-0.159938,0.288972,0.541196,4.03605,17.1878,-12.8728,0.975667,0.21926,0.0,0.0,-3.10711,26.454,-12.8681,1.0,7.82408e-34,8.67361e-18,9.02056e-17,-4.01661,20.5363,-14.0708,0.708801,-0.232432,-0.183603,-0.640209,-4.6075,17.1616,-12.8695,0.964321,0.264737,0.0,0.0,jumping
1003,-0.360068,18.9143,-13.4151,0.998535,0.0316703,-0.0420252,0.0126154,-0.293385,22.9023,-12.9554,0.999876,0.000730622,0.0100141,-0.0121182,0.0809944,26.6562,-12.6789,0.992612,-0.0884298,-0.0391217,-0.0732806,0.239881,28.419,-12.493,0.990196,0.112221,-0.0500677,0.0664215,1.22968,16.9809,-12.8905,1.0,0.0,0.0,0.0,1.30638,9.37277,-12.674,0.982164,-0.0366385,-0.0644982,-0.172778,1.79958,1.47716,-14.5218,0.991362,0.131155,0.0,0.0,-1.94669,16.8921,-13.1555,1.0,0.0,0.0,0.0,-1.68909,9.48466,-12.7793,0.971549,-0.0313239,0.185204,0.144259,-2.14095,1.57763,-14.9383,0.986448,0.164077,0.0,0.0,3.34025,26.0298,-12.7082,1.0,2.75196e-33,2.55871e-17,1.07552e-16,3.44531,20.7248,-13.7215,0.772835,-0.159861,0.288185,0.542327,4.03449,17.1872,-12.8723,0.975328,0.220759,0.0,0.0,-3.10943,26.4487,-12.8511,1.0,2.75196e-33,2.55871e-17,1.07552e-16,-4.02302,20.5357,-14.0731,0.708655,-0.232833,-0.182882,-0.640431,-4.61319,17.1579,-12.8802,0.964225,0.265085,0.0,0.0,jumping
