@RELATION locomotion_low
@ATTRIBUTE UNIQUE_ID NUMERIC
@ATTRIBUTE atlas_rx REAL
@ATTRIBUTE atlas_ry REAL
@ATTRIBUTE atlas_rz REAL
@ATTRIBUTE atlas_vqw REAL
@ATTRIBUTE atlas_vqx REAL
@ATTRIBUTE atlas_vqy REAL
@ATTRIBUTE atlas_vqz REAL
@ATTRIBUTE upper_spine_rx REAL
@ATTRIBUTE upper_spine_ry REAL
@ATTRIBUTE upper_spine_rz REAL
@ATTRIBUTE upper_spine_vqw REAL
@ATTRIBUTE upper_spine_vqx REAL
@ATTRIBUTE upper_spine_vqy REAL
@ATTRIBUTE upper_spine_vqz REAL
@ATTRIBUTE right_shoulder_rx REAL
@ATTRIBUTE right_shoulder_ry REAL
@ATTRIBUTE right_shoulder_rz REAL
@ATTRIBUTE right_shoulder_vqw REAL
@ATTRIBUTE right_shoulder_vqx REAL
@ATTRIBUTE right_shoulder_vqy REAL
@ATTRIBUTE right_shoulder_vqz REAL
@ATTRIBUTE right_elbow_rx REAL
@ATTRIBUTE right_elbow_ry REAL
@ATTRIBUTE right_elbow_rz REAL
@ATTRIBUTE right_elbow_vqw REAL
@ATTRIBUTE right_elbow_vqx REAL
@ATTRIBUTE right_elbow_vqy REAL
@ATTRIBUTE right_elbow_vqz REAL
@ATTRIBUTE right_wrist_rx REAL
@ATTRIBUTE right_wrist_ry REAL
@ATTRIBUTE right_wrist_rz REAL
@ATTRIBUTE right_wrist_vqw REAL
@ATTRIBUTE right_wrist_vqx REAL
@ATTRIBUTE right_wrist_vqy REAL
@ATTRIBUTE right_wrist_vqz REAL
@ATTRIBUTE left_shoulder_rx REAL
@ATTRIBUTE left_shoulder_ry REAL
@ATTRIBUTE left_shoulder_rz REAL
@ATTRIBUTE left_shoulder_vqw REAL
@ATTRIBUTE left_shoulder_vqx REAL
@ATTRIBUTE left_shoulder_vqy REAL
@ATTRIBUTE left_shoulder_vqz REAL
@ATTRIBUTE left_elbow_rx REAL
@ATTRIBUTE left_elbow_ry REAL
@ATTRIBUTE left_elbow_rz REAL
@ATTRIBUTE left_elbow_vqw REAL
@ATTRIBUTE left_elbow_vqx REAL
@ATTRIBUTE left_elbow_vqy REAL
@ATTRIBUTE left_elbow_vqz REAL
@ATTRIBUTE left_wrist_rx REAL
@ATTRIBUTE left_wrist_ry REAL
@ATTRIBUTE left_wrist_rz REAL
@ATTRIBUTE left_wrist_vqw REAL
@ATTRIBUTE left_wrist_vqx REAL
@ATTRIBUTE left_wrist_vqy REAL
@ATTRIBUTE left_wrist_vqz REAL
@ATTRIBUTE mid_spine_rx REAL
@ATTRIBUTE mid_spine_ry REAL
@ATTRIBUTE mid_spine_rz REAL
@ATTRIBUTE mid_spine_vqw REAL
@ATTRIBUTE mid_spine_vqx REAL
@ATTRIBUTE mid_spine_vqy REAL
@ATTRIBUTE mid_spine_vqz REAL
@ATTRIBUTE sacrum_rx REAL
@ATTRIBUTE sacrum_ry REAL
@ATTRIBUTE sacrum_rz REAL
@ATTRIBUTE sacrum_vqw REAL
@ATTRIBUTE sacrum_vqx REAL
@ATTRIBUTE sacrum_vqy REAL
@ATTRIBUTE sacrum_vqz REAL
@ATTRIBUTE right_hip_rx REAL
@ATTRIBUTE right_hip_ry REAL
@ATTRIBUTE right_hip_rz REAL
@ATTRIBUTE right_hip_vqw REAL
@ATTRIBUTE right_hip_vqx REAL
@ATTRIBUTE right_hip_vqy REAL
@ATTRIBUTE right_hip_vqz REAL
@ATTRIBUTE right_knee_rx REAL
@ATTRIBUTE right_knee_ry REAL
@ATTRIBUTE right_knee_rz REAL
@ATTRIBUTE right_knee_vqw REAL
@ATTRIBUTE right_knee_vqx REAL
@ATTRIBUTE right_knee_vqy REAL
@ATTRIBUTE right_knee_vqz REAL
@ATTRIBUTE right_ankle_rx REAL
@ATTRIBUTE right_ankle_ry REAL
@ATTRIBUTE right_ankle_rz REAL
@ATTRIBUTE right_ankle_vqw REAL
@ATTRIBUTE right_ankle_vqx REAL
@ATTRIBUTE right_ankle_vqy REAL
@ATTRIBUTE right_ankle_vqz REAL
@ATTRIBUTE left_hip_rx REAL
@ATTRIBUTE left_hip_ry REAL
@ATTRIBUTE left_hip_rz REAL
@ATTRIBUTE left_hip_vqw REAL
@ATTRIBUTE left_hip_vqx REAL
@ATTRIBUTE left_hip_vqy REAL
@ATTRIBUTE left_hip_vqz REAL
@ATTRIBUTE left_knee_rx REAL
@ATTRIBUTE left_knee_ry REAL
@ATTRIBUTE left_knee_rz REAL
@ATTRIBUTE left_knee_vqw REAL
@ATTRIBUTE left_knee_vqx REAL
@ATTRIBUTE left_knee_vqy REAL
@ATTRIBUTE left_knee_vqz REAL
@ATTRIBUTE left_ankle_rx REAL
@ATTRIBUTE left_ankle_ry REAL
@ATTRIBUTE left_ankle_rz REAL
@ATTRIBUTE left_ankle_vqw REAL
@ATTRIBUTE left_ankle_vqx REAL
@ATTRIBUTE left_ankle_vqy REAL
@ATTRIBUTE left_ankle_vqz REAL
@ATTRIBUTE class {running,walking,jumping}
@DATA
318,-0.0234457,-0.137643,-0.0778433,0.0,0.954572,-0.46297,-2.49337,0.0458001,-0.0559242,0.0421878,0.0,0.677137,0.849727,0.474915,-0.0547066,0.0573761,0.00666264,0.0,-1.13734,-0.0916641,0.444063,-0.167064,0.0729303,-0.0487916,0.0,-0.927936,-0.259145,-0.350698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.112456,0.240623,-0.107698,0.0,-4.57614,2.35651,4.2521,1.87946,0.0,0.0,0.0,7.2047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.334157,0.143499,0.55181,0.0,3.01117,1.93014,2.47818,0.771476,0.0,0.0,0.0,2.16979,0.0,0.0,0.0,-2.93168e-16,-1.28369e-16,0.0,8.22372e-32,1.9082e-16,-2.11636e-16,-0.659117,-0.315917,1.66997,0.0,-1.9454,0.987419,-0.910287,1.85949,0.0,0.0,0.0,-0.892212,0.0,0.0,0.0,-2.93168e-16,-1.28369e-16,0.0,8.22372e-32,1.9082e-16,-2.11636e-16,-0.660653,0.141007,-1.47893,0.0,6.2247,0.109103,0.137181,1.76694,0.0,0.0,0.0,0.289028,0.0,0.0,running
319,-0.0179463,-0.139968,-0.100563,0.0,1.03711,-0.334801,-2.69379,0.048941,-0.0494194,0.0492045,0.0,0.332575,0.739885,0.876864,-0.0581449,0.0563987,0.00574159,0.0,-0.41888,-0.123324,-0.103557,-0.175592,0.0712894,-0.0509769,0.0,-1.04227,-0.238627,-0.224156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.163745,0.261262,-0.0633867,0.0,-4.83307,3.16191,4.76124,1.93562,0.0,0.0,0.0,6.73975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.309511,0.150712,0.578439,0.0,3.42568,1.82098,2.72494,0.780928,0.0,0.0,0.0,1.13431,0.0,0.0,0.0,3.26996e-16,1.35308e-16,0.0,4.45984e-33,6.20164e-16,2.63678e-16,-0.674648,-0.296608,1.67033,0.0,-1.87687,1.84632,-1.40056,1.85122,0.0,0.0,0.0,-0.992735,0.0,0.0,0.0,3.26996e-16,1.35308e-16,0.0,4.45984e-33,6.20164e-16,2.63678e-16,-0.612392,0.154155,-1.48098,0.0,5.75492,1.12408,-1.13385,1.77865,0.0,0.0,0.0,1.40533,0.0,0.0,running
320,-0.0142324,-0.13748,-0.117429,0.0,0.725541,0.26622,-2.00906,0.0509099,-0.0457582,0.0549435,0.0,0.203506,0.404464,0.708968,-0.063287,0.055483,0.00550573,0.0,-0.618634,-0.111405,-0.0215392,-0.179497,0.0698737,-0.0524428,0.0,-0.48092,-0.198195,-0.142711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.221679,0.280176,-0.0289356,0.0,-5.84577,2.99069,3.47555,1.98315,0.0,0.0,0.0,5.70305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.283522,0.155739,0.59921,0.0,3.49908,1.29675,2.17964,0.784601,0.0,0.0,0.0,0.440662,0.0,0.0,0.0,-6.65267e-16,3.40006e-16,0.0,-3.46216e-32,-9.92263e-16,2.04697e-16,-0.691969,-0.274652,1.66981,0.0,-2.06069,2.00517,-1.71026,1.84848,0.0,0.0,0.0,-0.328803,0.0,0.0,0.0,-6.65267e-16,3.40006e-16,0.0,-3.46216e-32,-9.92263e-16,2.04697e-16,-0.569258,0.166148,-1.47981,0.0,5.19846,1.27268,-0.686346,1.78594,0.0,0.0,0.0,0.875468,0.0,0.0,running
321,-0.0103409,-0.131053,-0.120243,0.0,0.512172,0.767157,-0.344049,0.0561706,-0.0448726,0.054401,0.0,0.634241,0.109598,-0.0592473,-0.0796759,0.0545054,0.00826033,0.0,-1.94849,-0.0934363,0.337591,-0.179544,0.0684591,-0.0532697,0.0,-0.0125158,-0.184698,-0.067094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.284035,0.294631,-0.0215588,0.0,-7.23156,1.89207,0.388042,2.01978,0.0,0.0,0.0,4.39614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.258665,0.156507,0.604381,0.0,3.07932,0.252942,0.56599,0.78685,0.0,0.0,0.0,0.269973,0.0,0.0,0.0,8.95984e-16,-4.61437e-16,0.0,-9.24532e-32,1.56125e-15,-8.01443e-16,-0.702129,-0.262248,1.66413,0.0,-1.03859,0.719973,-1.45878,1.84494,0.0,0.0,0.0,-0.425184,0.0,0.0,0.0,8.95984e-16,-4.61437e-16,0.0,-9.24532e-32,1.56125e-15,-8.01443e-16,-0.525992,0.176303,-1.48195,0.0,5.14807,0.908291,-0.851233,1.79769,0.0,0.0,0.0,1.40952,0.0,0.0,running
322,-0.00464197,-0.123865,-0.117349,0.0,0.639718,0.865048,0.338027,0.0603336,-0.0419024,0.0508151,0.0,0.518219,0.380847,-0.40843,-0.0979561,0.0512823,0.0160018,0.0,-2.1445,-0.302965,0.958343,-0.174125,0.0638691,-0.0551011,0.0,0.635671,-0.580792,-0.11897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.353897,0.30179,-0.0341425,0.0,-8.82698,0.363239,-1.64036,2.04568,0.0,0.0,0.0,3.10808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23468,0.153339,0.602448,0.0,2.84231,-0.424625,-0.129519,0.7875,0.0,0.0,0.0,0.0778985,0.0,0.0,0.0,7.2338e-16,-3.46945e-16,0.0,9.2702e-32,-1.72604e-16,1.14492e-16,-0.715192,-0.258204,1.66224,0.0,-1.50907,0.22525,-0.482847,1.84134,0.0,0.0,0.0,-0.431435,0.0,0.0,0.0,7.2338e-16,-3.46945e-16,0.0,9.2702e-32,-1.72604e-16,1.14492e-16,-0.486161,0.178001,-1.48386,0.0,4.73927,0.0690052,-0.295918,1.80841,0.0,0.0,0.0,1.28596,0.0,0.0,running
323,0.0036694,-0.118388,-0.119543,0.0,1.02918,0.657179,-0.2617,0.0596578,-0.0325911,0.0472689,0.0,-0.0652478,1.14085,-0.357485,-0.114562,0.0445055,0.0348179,0.0,-1.88459,-0.569407,2.3289,-0.161065,0.0536467,-0.0634303,0.0,1.50852,-1.37594,-0.779188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.425335,0.30581,-0.0461594,0.0,-9.00385,-0.0764784,-1.45643,2.06118,0.0,0.0,0.0,1.85985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.211043,0.149187,0.605549,0.0,2.89251,-0.404624,0.468964,0.784355,0.0,0.0,0.0,-0.377405,0.0,0.0,0.0,-2.0253e-16,3.69497e-16,0.0,1.86579e-31,-9.25909e-16,7.16442e-16,-0.734174,-0.265267,1.66386,0.0,-2.32825,-0.509901,0.702754,1.83958,0.0,0.0,0.0,-0.211544,0.0,0.0,0.0,-2.0253e-16,3.69497e-16,0.0,1.86579e-31,-9.25909e-16,7.16442e-16,-0.458898,0.167402,-1.48553,0.0,3.23726,-1.22224,0.403482,1.82167,0.0,0.0,0.0,1.59176,0.0,0.0,running
324,0.0108434,-0.114212,-0.117347,0.0,0.830305,0.499152,0.265326,0.04807,-0.0275565,0.049071,0.0,-1.39703,0.591639,0.248362,-0.0889004,0.0400433,0.0311077,0.0,3.06061,-0.577895,-0.38816,-0.161267,0.0481699,-0.064404,0.0,-0.0301146,-0.66743,-0.00971819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.490746,0.304118,-0.0677699,0.0,-8.62774,-1.2761,-2.12934,2.06448,0.0,0.0,0.0,0.395844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.183371,0.143237,0.60383,0.0,3.29059,-0.740156,-0.0602584,0.775317,0.0,0.0,0.0,-1.08448,0.0,0.0,0.0,-2.30719e-16,2.84494e-16,0.0,1.84136e-32,-2.81888e-17,-8.50027e-17,-0.773954,-0.251917,1.67543,0.0,-5.12852,2.08692,-0.118206,1.84207,0.0,0.0,0.0,0.299492,0.0,0.0,0.0,-2.30719e-16,2.84494e-16,0.0,1.84136e-32,-2.81888e-17,-8.50027e-17,-0.45621,0.17765,-1.48425,0.0,0.348921,1.17021,-0.407408,1.83839,0.0,0.0,0.0,2.00642,0.0,0.0,running
325,0.0128549,-0.118476,-0.107956,0.0,0.110559,-0.52482,1.11315,0.0426726,-0.0191527,0.0477142,0.0,-0.643885,1.0148,-0.116868,-0.0765967,0.0369896,0.0260702,0.0,1.45316,-0.415112,-0.571706,-0.163262,0.0444637,-0.0623657,0.0,-0.228169,-0.399428,0.312982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.545555,0.300802,-0.101716,0.0,-7.78981,-2.27197,-3.18161,2.05469,0.0,0.0,0.0,-1.17496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.146464,0.141915,0.59337,0.0,4.25052,-0.360545,-1.19957,0.762224,0.0,0.0,0.0,-1.57121,0.0,0.0,0.0,4.94396e-16,-3.26129e-16,0.0,-8.05037e-32,7.25115e-16,-6.10623e-16,-0.80241,-0.241796,1.68304,0.0,-3.63764,1.4839,-0.237247,1.84548,0.0,0.0,0.0,0.408411,0.0,0.0,0.0,4.94396e-16,-3.26129e-16,0.0,-8.05037e-32,7.25115e-16,-6.10623e-16,-0.446457,0.184513,-1.48156,0.0,1.22847,0.879524,-0.0735274,1.85417,0.0,0.0,0.0,1.89334,0.0,0.0,running
326,0.0125771,-0.125258,-0.107374,0.0,-0.0418243,-0.814761,0.0590162,0.0418094,-0.00835644,0.0452766,0.0,-0.0995656,1.30675,-0.237506,-0.0801001,0.0331487,0.026406,0.0,-0.418994,-0.456349,0.0762229,-0.158999,0.0395413,-0.0602945,0.0,0.521993,-0.543191,0.339874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.598995,0.297605,-0.125303,0.0,-7.24687,-1.78754,-2.06632,2.03605,0.0,0.0,0.0,-2.23684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10286,0.140976,0.591216,0.0,5.19605,-0.143609,-0.239908,0.743868,0.0,0.0,0.0,-2.20268,0.0,0.0,0.0,2.34188e-17,-1.42247e-16,0.0,4.76083e-32,-4.70977e-16,1.83881e-16,-0.82452,-0.239066,1.68692,0.0,-2.76419,0.554068,0.0730364,1.85158,0.0,0.0,0.0,0.733031,0.0,0.0,0.0,2.34188e-17,-1.42247e-16,0.0,4.76083e-32,-4.70977e-16,1.83881e-16,-0.434997,0.185197,-1.4807,0.0,1.39397,0.11712,0.0558658,1.87125,0.0,0.0,0.0,2.05041,0.0,0.0,running
327,0.0165973,-0.124177,-0.109169,0.0,0.509214,0.132938,-0.211818,0.0390463,-1.16147e-06,0.0429068,0.0,-0.330373,1.01331,-0.24362,-0.0871563,0.0281712,0.0280508,0.0,-0.84069,-0.578735,0.246487,-0.151894,0.0331649,-0.0567216,0.0,0.868247,-0.689606,0.541759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.63656,0.288641,-0.139135,0.0,-4.98726,-1.79738,-0.672323,2.01357,0.0,0.0,0.0,-2.69756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0664799,0.139136,0.592396,0.0,4.38532,-0.20822,0.158386,0.722886,0.0,0.0,0.0,-2.5179,0.0,0.0,0.0,6.59195e-17,-1.249e-16,0.0,7.74884e-34,4.25007e-17,1.73472e-17,-0.843713,-0.23962,1.68805,0.0,-2.33536,0.0530442,0.137739,1.85736,0.0,0.0,0.0,0.693263,0.0,0.0,0.0,6.59195e-17,-1.249e-16,0.0,7.74884e-34,4.25007e-17,1.73472e-17,-0.426363,0.186459,-1.47983,0.0,1.05545,0.180556,0.0302916,1.88893,0.0,0.0,0.0,2.12162,0.0,0.0,running
328,0.0263538,-0.124477,-0.11778,0.0,1.29891,-0.0140639,-1.02588,0.0355044,0.00887331,0.0427988,0.0,-0.425091,1.06468,0.0267317,-0.0884261,0.0235318,0.0264974,0.0,-0.157187,-0.570926,-0.136808,-0.148907,0.0274767,-0.0499335,0.0,0.383064,-0.552882,0.907283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.680251,0.27961,-0.145157,0.0,-5.44543,-1.28165,0.114381,1.98407,0.0,0.0,0.0,-3.53951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0326572,0.141232,0.599959,0.0,4.18551,0.295831,0.885067,0.696079,0.0,0.0,0.0,-3.21677,0.0,0.0,0.0,-2.94036e-16,-3.43476e-16,0.0,2.49303e-32,-3.59955e-16,-2.18575e-16,-0.862657,-0.238618,1.68793,0.0,-2.26991,0.0686513,-0.0996509,1.86188,0.0,0.0,0.0,0.542422,0.0,0.0,0.0,-2.94036e-16,-3.43476e-16,0.0,2.49303e-32,-3.59955e-16,-2.18575e-16,-0.418598,0.189154,-1.47799,0.0,0.973047,0.383947,0.0653974,1.90452,0.0,0.0,0.0,1.87031,0.0,0.0,running
329,0.0388397,-0.1273,-0.121797,0.0,1.55882,-0.322922,-0.488975,0.0321488,0.0183431,0.03946,0.0,-0.408117,1.14927,-0.361961,-0.0904679,0.0194791,0.0247718,0.0,-0.249476,-0.502867,-0.162755,-0.14295,0.0227099,-0.0413969,0.0,0.740557,-0.417027,1.09636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.724142,0.267292,-0.160564,0.0,-5.76613,-2.27852,-0.404321,1.94222,0.0,0.0,0.0,-5.02238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000610654,0.143606,0.599138,0.0,3.83161,0.283142,-0.102174,0.666147,0.0,0.0,0.0,-3.5919,0.0,0.0,0.0,3.94216e-16,2.32453e-16,0.0,2.88483e-32,6.88251e-16,5.75929e-16,-0.883192,-0.237949,1.68781,0.0,-2.46064,0.0401552,-0.0710083,1.86616,0.0,0.0,0.0,0.513132,0.0,0.0,0.0,3.94216e-16,2.32453e-16,0.0,2.88483e-32,6.88251e-16,5.75929e-16,-0.418572,0.188728,-1.47818,0.0,-0.00111043,-0.055722,0.000450611,1.92257,0.0,0.0,0.0,2.16558,0.0,0.0,running
330,0.0481346,-0.12933,-0.12193,0.0,1.11744,-0.242721,-0.0264682,0.0260578,0.0275038,0.0350694,0.0,-0.742993,1.11415,-0.49452,-0.0814681,0.0156525,0.023142,0.0,1.07654,-0.474285,-0.155396,-0.141908,0.0182188,-0.0336761,0.0,0.144017,-0.401983,0.993425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.758227,0.25005,-0.1785,0.0,-4.64049,-2.93127,-0.138014,1.89077,0.0,0.0,0.0,-6.17427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0373664,0.145596,0.593478,0.0,4.45937,0.251212,-0.667653,0.628008,0.0,0.0,0.0,-4.57668,0.0,0.0,0.0,2.49366e-16,3.86843e-16,0.0,4.96813e-32,-1.4485e-16,1.5439e-16,-0.911236,-0.234619,1.68819,0.0,-3.37605,0.284266,-0.284433,1.87199,0.0,0.0,0.0,0.699571,0.0,0.0,0.0,2.49366e-16,3.86843e-16,0.0,4.96813e-32,-1.4485e-16,1.5439e-16,-0.429564,0.190623,-1.48151,0.0,-1.39439,0.0458267,-0.451272,1.94208,0.0,0.0,0.0,2.34155,0.0,0.0,running
331,0.0558205,-0.131273,-0.118718,0.0,0.872218,-0.252712,0.369598,0.0182108,0.0363545,0.0302462,0.0,-0.960109,1.07463,-0.554846,-0.0625584,0.0110965,0.0264161,0.0,2.27442,-0.517046,0.431178,-0.146479,0.0123641,-0.0316676,0.0,-0.544793,-0.660644,0.339449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.789241,0.229993,-0.19635,0.0,-4.23072,-3.1757,0.193679,1.83247,0.0,0.0,0.0,-6.9953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0791266,0.148863,0.5839,0.0,4.84256,0.45754,-1.11229,0.583959,0.0,0.0,0.0,-5.28583,0.0,0.0,0.0,-1.64799e-17,-6.93889e-17,0.0,-5.3125e-32,-2.65846e-16,-4.56232e-16,-0.945071,-0.230109,1.68803,0.0,-4.05592,0.309878,-0.444074,1.88035,0.0,0.0,0.0,1.00321,0.0,0.0,0.0,-1.64799e-17,-6.93889e-17,0.0,-5.3125e-32,-2.65846e-16,-4.56232e-16,-0.443729,0.19566,-1.48607,0.0,-1.80481,0.320689,-0.742117,1.95693,0.0,0.0,0.0,1.78233,0.0,0.0,running
332,0.0601608,-0.128106,-0.117513,0.0,0.502136,0.371143,0.165151,0.0150917,0.0408124,0.0274162,0.0,-0.387387,0.540527,-0.330399,-0.0613108,0.00806093,0.0240161,0.0,0.146948,-0.381396,-0.264889,-0.145122,0.00876042,-0.0255501,0.0,0.170505,-0.321202,0.789104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.811932,0.205139,-0.207658,0.0,-3.01568,-3.02771,1.2181,1.7669,0.0,0.0,0.0,-7.86863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124563,0.146429,0.576819,0.0,5.32736,-0.205142,-0.865863,0.535797,0.0,0.0,0.0,-5.77947,0.0,0.0,0.0,-4.14599e-16,-1.19696e-16,0.0,1.08432e-32,-3.9812e-16,-5.0307e-17,-0.966488,-0.221945,1.68529,0.0,-2.49628,0.303375,-0.985282,1.88564,0.0,0.0,0.0,0.634597,0.0,0.0,0.0,-4.14599e-16,-1.19696e-16,0.0,1.08432e-32,-3.9812e-16,-5.0307e-17,-0.450035,0.208825,-1.48936,0.0,-0.835993,1.25753,-1.03149,1.96863,0.0,0.0,0.0,1.40324,0.0,0.0,running
333,0.0620182,-0.115341,-0.11932,0.0,0.24922,1.542,-0.12138,0.0140424,0.0404138,0.0260112,0.0,-0.13276,-0.0453769,-0.169139,-0.0794244,0.00639595,0.0205762,0.0,-2.17661,-0.228327,-0.39771,-0.130853,0.00681342,-0.0204125,0.0,1.71713,-0.146622,0.642771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.827164,0.173402,-0.212408,0.0,-1.9349,-3.00871,2.4012,1.70081,0.0,0.0,0.0,-7.93065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.169141,0.137285,0.574604,0.0,5.31177,-1.04702,-0.42087,0.485905,0.0,0.0,0.0,-5.98705,0.0,0.0,0.0,2.37656e-16,-9.88792e-17,0.0,-1.84169e-33,6.52256e-16,2.08167e-17,-0.979048,-0.211806,1.67938,0.0,-1.35437,0.112118,-1.39575,1.88749,0.0,0.0,0.0,0.22198,0.0,0.0,0.0,2.37656e-16,-9.88792e-17,0.0,-1.84169e-33,6.52256e-16,2.08167e-17,-0.452854,0.22417,-1.49127,0.0,-0.387643,1.55893,-1.00544,1.97681,0.0,0.0,0.0,0.982271,0.0,0.0,running
334,0.0656301,-0.0975185,-0.117563,0.0,0.411014,2.121,0.345722,0.0112831,0.0380866,0.0238461,0.0,-0.341312,-0.275958,-0.263125,-0.0952299,0.00483557,0.0163217,0.0,-1.89953,-0.23106,-0.49226,-0.119097,0.00507332,-0.0148476,0.0,1.41467,-0.123944,0.688604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.841985,0.139088,-0.218337,0.0,-1.88907,-3.28583,2.57932,1.63096,0.0,0.0,0.0,-8.38239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.209734,0.129503,0.571365,0.0,4.81946,-0.84463,-0.554253,0.432215,0.0,0.0,0.0,-6.44277,0.0,0.0,0.0,-3.46945e-18,4.29344e-16,0.0,6.18515e-32,-2.41126e-16,5.28223e-16,-0.993862,-0.200072,1.67446,0.0,-1.65706,0.295062,-1.49302,1.89077,0.0,0.0,0.0,0.393763,0.0,0.0,0.0,-3.46945e-18,4.29344e-16,0.0,6.18515e-32,-2.41126e-16,5.28223e-16,-0.45835,0.237531,-1.49335,0.0,-0.716438,1.33316,-0.922921,1.9829,0.0,0.0,0.0,0.730971,0.0,0.0,running
335,0.070006,-0.0776331,-0.111263,0.0,0.458971,2.32972,0.913039,0.00898234,0.033611,0.0212155,0.0,-0.287405,-0.533841,-0.32089,-0.10039,0.00312335,0.0113511,0.0,-0.621541,-0.262731,-0.573551,-0.117802,0.00321125,-0.0095703,0.0,0.158005,-0.147048,0.655234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.856133,0.103263,-0.227635,0.0,-1.83241,-3.67174,2.49536,1.55428,0.0,0.0,0.0,-9.20214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.250327,0.123762,0.564743,0.0,4.77076,-0.491103,-0.924637,0.374047,0.0,0.0,0.0,-6.9802,0.0,0.0,0.0,-8.6953e-17,-1.96458e-16,0.0,2.82933e-32,-8.34836e-17,-6.25802e-16,-1.01048,-0.183567,1.66886,0.0,-1.86579,0.511105,-2.02398,1.89723,0.0,0.0,0.0,0.774945,0.0,0.0,0.0,-8.6953e-17,-1.96458e-16,0.0,2.82933e-32,-8.34836e-17,-6.25802e-16,-0.467528,0.251582,-1.49543,0.0,-1.16193,1.40045,-0.969977,1.98962,0.0,0.0,0.0,0.806323,0.0,0.0,running
336,0.0703705,-0.0585144,-0.111032,0.0,0.041842,2.28665,0.188537,0.00912502,0.0288,0.021362,0.0,0.0176699,-0.577455,0.0123364,-0.108393,0.00201764,0.00594882,0.0,-0.962108,-0.199516,-0.630922,-0.114145,0.00215719,-0.00522623,0.0,0.440261,-0.0653169,0.532422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.863484,0.0715273,-0.227853,0.0,-0.884372,-2.50496,2.86856,1.47581,0.0,0.0,0.0,-9.41557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29734,0.117767,0.565961,0.0,5.65906,-0.731936,-0.0548362,0.312979,0.0,0.0,0.0,-7.32807,0.0,0.0,0.0,-2.38091e-16,-4.29344e-17,0.0,-2.49509e-32,-1.51138e-16,1.53523e-16,-1.02246,-0.166866,1.66184,0.0,-1.29099,0.348937,-2.14101,1.90162,0.0,0.0,0.0,0.527759,0.0,0.0,0.0,-2.38091e-16,-4.29344e-17,0.0,-2.49509e-32,-1.51138e-16,1.53523e-16,-0.47378,0.268686,-1.49668,0.0,-0.788921,1.76336,-1.06043,1.99259,0.0,0.0,0.0,0.356033,0.0,0.0,running
